Id;ActivityDate;TotalSteps;TotalDistance;TrackerDistance;LoggedActivitiesDistance;VeryActiveDistance;ModeratelyActiveDistance;LightActiveDistance;SedentaryActiveDistance;VeryActiveMinutes;FairlyActiveMinutes;LightlyActiveMinutes;SedentaryMinutes;Calories
4388161847;3/30/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1878
4388161847;3/31/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1878
4388161847;4/1/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1878
4388161847;4/2/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1878
4388161847;4/3/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1878
4388161847;4/4/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1878
4388161847;4/5/2016;0;0;0;0;0;0;0;0;0;0;0;994;1296
4445114986;3/29/2016;2303;1,55E+14;1,55E+14;0;0;0;1,55E+14;0;0;0;155;807;2010
4445114986;3/30/2016;2600;1,74E+14;1,74E+14;0;0;0;1,74E+14;0;0;0;163;1277;2032
4445114986;3/31/2016;4804;3,22E+14;3,22E+14;0;0;0;3,22E+14;0;0;0;238;786;2227
4445114986;4/1/2016;3271;2,19E+14;2,19E+14;0;0;0;2,19E+14;0;0;0;205;898;2133
4445114986;4/2/2016;5406;3,63E+14;3,63E+14;0;0;0;3,61E+14;0;0;0;273;672;2317
4445114986;4/3/2016;3146;2,11E+14;2,11E+14;0;0;0;2,11E+14;0;0;0;171;1269;2058
4445114986;4/4/2016;2422;1,63E+14;1,63E+14;0;0;0;1,63E+14;0;0;0;110;1330;1935
4445114986;4/5/2016;4239;2,84E+14;2,84E+14;0;6E+14;2,4E+14;2,53E+14;0;1;6;235;702;2217
4445114986;4/6/2016;6911;4,78E+14;4,78E+14;0;2,32E+13;1E+14;2,36E+14;0;28;2;215;745;2374
4445114986;4/7/2016;6667;4,61E+13;4,61E+13;0;2,02E+14;5E+14;2,55E+14;0;24;1;208;939;2335
4445114986;4/8/2016;5543;3,72E+14;3,72E+14;0;0;0;3,72E+14;0;0;0;266;941;2303
4445114986;4/9/2016;4195;2,81E+14;2,81E+14;0;0;0;2,81E+14;0;0;0;239;758;2210
4445114986;4/10/2016;6625;4,45E+14;4,45E+14;0;0;0;4,45E+14;0;0;0;316;755;2424
4445114986;4/11/2016;5986;4,13E+14;4,13E+14;0;1,95E+14;2,3E+14;1,95E+14;0;23;5;195;789;2297
4445114986;4/12/2016;278;1,9E+14;1,9E+14;0;0;0;1,9E+14;0;0;0;20;253;745
4558609924;4/1/2016;5336;3,53E+14;3,53E+14;0;0;0;3,53E+14;0;0;0;258;1182;1902
4558609924;4/2/2016;3183;2,1E+14;2,1E+14;0;0;0;2,1E+14;0;0;0;173;1180;1680
4558609924;4/3/2016;6176;4,08E+14;4,08E+14;0;7E+14;2,6E+14;375;0;1;7;269;886;1901
4558609924;4/4/2016;8205;5,42E+14;5,42E+14;0;0;0;5,42E+14;0;0;0;367;1073;2078
4558609924;4/5/2016;6799;4,49E+14;4,49E+14;0;1,59E+13;8,6E+14;2,04E+14;0;24;14;185;1217;1876
4558609924;4/6/2016;5668;375;375;0;0;0;375;0;0;0;259;1181;1853
4558609924;4/7/2016;7998;5,29E+14;5,29E+14;0;5,1E+14;25;4,53E+14;0;27;12;296;1105;2235
4558609924;4/8/2016;4195;2,77E+14;2,77E+14;0;0;0;2,77E+14;0;0;0;241;1199;1778
4558609924;4/9/2016;5512;3,64E+14;3,64E+14;0;0;0;3,64E+14;0;0;0;276;1164;1882
4558609924;4/10/2016;6263;4,14E+13;4,14E+13;0;0;0;4,13E+14;0;0;0;290;1150;1906
4558609924;4/11/2016;8828;5,84E+14;5,84E+14;0;0;0;5,84E+14;0;0;0;308;1132;2149
4558609924;4/12/2016;1260;8,3E+14;8,3E+14;0;0;0;8,2E+14;0;0;0;76;555;722
4702921684;3/29/2016;6506;5,28E+14;5,28E+14;0;3,3E+14;2,7E+14;4,67E+14;0;4;5;241;760;2886
4702921684;3/30/2016;7583;6,15E+14;6,15E+14;0;25;5,5E+14;5,35E+14;0;3;13;227;742;2915
4702921684;3/31/2016;6963;5,65E+14;5,65E+14;0;0;0;5,65E+14;0;0;0;256;759;2895
4702921684;4/1/2016;7165;5,81E+14;5,81E+14;0;0;3,7E+14;5,44E+14;0;0;9;248;708;2923
4702921684;4/2/2016;10328;8,38E+14;8,38E+14;0;0;1,46E+14;6,92E+14;0;0;32;367;475;3323
4702921684;4/3/2016;12116;9,83E+14;9,83E+14;0;25;2,85E+14;6,72E+14;0;3;57;323;471;3357
4702921684;4/4/2016;7810;6,36E+13;6,36E+13;0;4,8E+14;1,2E+14;4,68E+14;0;6;27;216;746;2931
4702921684;4/5/2016;6670;5,41E+14;5,41E+14;0;1,24E+14;8E+14;3,37E+14;0;15;16;199;770;2848
4702921684;4/6/2016;7605;6,18E+14;6,18E+14;0;3,3E+14;2,1E+14;5,63E+14;0;4;4;248;708;2943
4702921684;4/7/2016;6585;5,34E+14;5,34E+14;0;0;0;5,34E+14;0;0;0;210;770;2822
4702921684;4/8/2016;8184;6,64E+13;6,64E+13;0;0;6,2E+14;5,95E+14;0;0;15;247;808;2981
4702921684;4/9/2016;14002;1,136E+14;1,136E+14;0;6,1E+14;2,68E+13;8,06E+13;0;8;56;381;407;3597
4702921684;4/10/2016;11135;9,03E+14;9,03E+14;0;8E+14;1,16E+13;7,79E+14;0;1;25;331;528;3224
4702921684;4/11/2016;6499;5,27E+14;5,27E+14;0;0;0;5,27E+14;0;0;0;207;809;2677
4702921684;4/12/2016;0;0;0;0;0;0;0;0;0;0;0;1440;0
5553957443;4/1/2016;12409;8,1E+14;8,1E+14;0;2,9E+14;6,3E+14;4,58E+14;0;51;12;235;782;2142
5553957443;4/2/2016;2937;1,92E+14;1,92E+14;0;0;0;1,91E+13;0;0;0;181;356;1615
5553957443;4/3/2016;1515;9,9E+14;9,9E+14;0;0;0;9,9E+14;0;0;0;93;507;1481
5553957443;4/4/2016;8921;5,88E+14;5,88E+14;0;2,07E+13;4,4E+14;3,36E+14;0;27;8;198;754;1892
5553957443;4/5/2016;11306;7,38E+14;7,38E+14;0;2,31E+14;9,8E+14;4,09E+14;0;40;26;218;772;2086
5553957443;4/6/2016;12252;8;8;0;2,41E+14;1,7E+14;3,89E+14;0;33;28;229;745;2044
5553957443;4/7/2016;15444;1,008E+14;1,008E+14;0;3,27E+14;1,73E+14;5,08E+14;0;51;39;243;731;2249
5553957443;4/8/2016;9938;6,49E+14;6,49E+14;0;2,14E+14;1,28E+14;3,08E+14;0;38;24;193;767;2019
5553957443;4/9/2016;4599;3;3;0;0;0;3;0;0;0;176;578;1692
5553957443;4/10/2016;5594;3,65E+14;3,65E+14;0;2,8E+14;1,48E+14;1,89E+14;0;4;25;150;552;1712
5553957443;4/11/2016;11906;7,77E+14;7,77E+14;0;2,26E+14;1,52E+14;3,99E+14;0;32;27;234;688;2065
5553957443;4/12/2016;3436;2,24E+14;2,24E+14;0;5;6,7E+14;1,05E+14;0;7;11;50;61;633
5577150313;4/1/2016;10461;7,87E+14;7,87E+14;0;4,76E+14;8,5E+14;225;0;99;31;142;721;3625
5577150313;4/2/2016;14873;1,111E+14;1,111E+14;0;8,19E+13;6E+14;2,31E+14;0;202;36;153;663;4430
5577150313;4/3/2016;9917;7,41E+14;7,41E+14;0;1,99E+14;9,7E+14;4,44E+14;0;58;27;240;700;3427
5577150313;4/4/2016;7401;5,56E+14;5,56E+14;0;2,32E+13;3,6E+14;2,88E+14;0;70;19;204;689;3492
5577150313;4/5/2016;8964;6,7E+14;6,7E+14;0;3,97E+14;1,9E+14;2,53E+14;0;107;18;145;756;3597
5577150313;4/6/2016;11080;8,3E+14;8,3E+14;0;3,13E+14;1,37E+14;3,81E+14;0;83;52;190;695;3765
5577150313;4/7/2016;4499;3,36E+14;3,36E+14;0;8,9E+14;2,6E+14;2,21E+14;0;31;11;146;756;2775
5577150313;4/8/2016;4363;3,26E+14;3,26E+14;0;1,3E+14;6E+14;3,08E+14;0;8;2;156;813;2486
5577150313;4/9/2016;10494;7,84E+14;7,84E+14;0;4,91E+14;7,8E+14;2,15E+14;0;123;62;138;601;3817
5577150313;4/10/2016;9776;7,38E+14;7,38E+14;0;2,93E+13;1,43E+14;3,02E+14;0;80;35;162;721;3378
5577150313;4/11/2016;2862;2,14E+14;2,14E+14;0;1,04E+14;25;8,4E+14;0;39;17;54;209;1511
6117666160;4/1/2016;7444;5,62E+14;5,62E+14;0;0;0;5,62E+14;0;0;0;286;568;2210
6117666160;4/2/2016;19658;1,484E+14;1,484E+14;0;2,4E+14;2,09E+14;1,251E+14;0;3;30;475;466;2884
6117666160;4/3/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1496
6117666160;4/4/2016;8468;6,39E+13;6,39E+13;0;1,8E+14;6,4E+14;5,57E+14;0;2;11;279;1148;2262
6117666160;4/5/2016;9910;7,48E+14;7,48E+14;0;0;0;7,48E+14;0;0;0;384;990;2445
6117666160;4/6/2016;12409;9,37E+14;9,37E+14;0;0;0;9,37E+14;0;0;0;491;388;2694
6117666160;4/7/2016;4853;3,66E+14;3,66E+14;0;0;0;3,66E+14;0;0;0;156;770;1903
6117666160;4/8/2016;8955;6,76E+14;6,76E+14;0;0;0;6,73E+14;0;0;0;422;1018;2482
6117666160;4/9/2016;10789;8,15E+14;8,15E+14;0;0;0;8,15E+14;0;0;0;506;413;2617
6117666160;4/10/2016;0;0;0;0;0;0;0;0;0;0;0;1440;0
6290855005;4/1/2016;6633;5,01E+14;5,01E+14;0;0;0;5,01E+14;0;0;0;280;1160;2778
6290855005;4/2/2016;9548;7,22E+14;7,22E+14;0;2,02E+14;3,68E+13;1,52E+14;0;25;107;113;1195;3119
6290855005;4/3/2016;0;0;0;0;0;0;0;0;33;0;0;1407;2664
6290855005;4/4/2016;0;0;0;0;0;0;0;0;0;0;0;1440;2060
6290855005;4/5/2016;0;0;0;0;0;0;0;0;0;0;0;1440;2060
6290855005;4/6/2016;0;0;0;0;0;0;0;0;0;0;0;1440;2060
6290855005;4/7/2016;0;0;0;0;0;0;0;0;0;0;0;1440;2060
6290855005;4/8/2016;0;0;0;0;0;0;0;0;0;0;0;1440;2060
6290855005;4/9/2016;0;0;0;0;0;0;0;0;0;0;0;1440;2060
6290855005;4/10/2016;0;0;0;0;0;0;0;0;20;0;0;494;735
6391747486;4/1/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1820
6391747486;4/2/2016;2101;2,03E+14;0;2,02777E+14;2,03E+14;0;0;0;46;0;0;1394;2224
6391747486;4/3/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1820
6391747486;4/4/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1820
6391747486;4/5/2016;9766;7,51E+14;7,8E+14;6,72706E+14;0;5E+14;7,46E+14;0;0;6;301;1133;2442
6391747486;4/6/2016;165;1,3E+14;1,3E+14;0;0;0;1,3E+14;0;0;0;8;1432;1849
6391747486;4/7/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1822
6391747486;4/8/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1820
6391747486;4/9/2016;0;0;0;0;0;0;0;0;0;0;0;198;251
6775888955;4/1/2016;7225;5,18E+14;5,18E+14;0;1,73E+14;1,27E+14;2,18E+13;0;25;50;163;1189;3065
6775888955;4/2/2016;1988;1,43E+14;1,43E+14;0;0;0;1,43E+14;0;0;0;79;909;2207
6775888955;4/3/2016;1577;1,13E+14;1,13E+14;0;7E+14;8,9E+14;1,7E+14;0;1;17;8;1414;1977
6775888955;4/4/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1841
6775888955;4/5/2016;9348;6,7E+14;6,7E+14;0;1,13E+14;2,04E+14;3,14E+14;0;56;133;240;1011;4286
6775888955;4/6/2016;11761;8,43E+14;8,43E+14;0;1,31E+14;2,44E+14;4,68E+14;0;24;99;300;550;3920
6775888955;4/7/2016;13987;1,003E+14;1,003E+14;0;2,87E+14;3,34E+14;3,82E+13;0;46;114;250;739;3856
6775888955;4/8/2016;4131;2,96E+14;2,96E+14;0;1,37E+14;6,1E+14;9,8E+14;0;27;30;75;1308;2584
6775888955;4/9/2016;14;1E+15;1E+15;0;0;0;1E+15;0;0;0;1;601;787
6962181067;3/30/2016;15491;1,024E+14;1,024E+14;0;1,29E+14;4,49E+14;4,46E+14;0;18;77;272;641;2244
6962181067;3/31/2016;14097;9,32E+14;9,32E+14;0;35;1,92E+14;3,9E+14;0;50;32;234;595;2188
6962181067;4/1/2016;10467;6,98E+14;6,98E+14;0;7E+14;2,43E+13;3,85E+14;0;9;45;252;602;2014
6962181067;4/2/2016;12437;8,3E+14;8,3E+14;0;3,76E+14;1,29E+14;3,24E+14;0;50;24;219;732;2115
6962181067;4/3/2016;12307;8,14E+14;8,14E+14;0;1,01E+14;3,26E+14;3,87E+14;0;14;51;218;589;2055
6962181067;4/4/2016;18952;1,28E+14;1,28E+14;0;5,91E+14;1,23E+14;5,66E+14;0;73;20;327;570;2437
6962181067;4/5/2016;12010;7,94E+14;7,94E+14;0;2,38E+14;9,5E+14;4,61E+13;0;38;17;287;692;2158
6962181067;4/6/2016;12480;8,86E+14;825;3,9728E+14;4,18E+14;6,9E+14;4;0;55;14;276;593;2170
6962181067;4/7/2016;13417;9,65E+14;8,87E+14;1,9263E+14;3,39E+14;125;4,91E+14;1E+14;45;16;284;665;2244
6962181067;4/8/2016;14400;1,088E+14;9,52E+14;5,45686E+14;2,47E+14;2,88E+14;5,53E+14;0;27;37;276;697;2188
6962181067;4/9/2016;12495;8,26E+14;8,26E+14;0;2,21E+14;1,09E+13;4,96E+14;0;33;19;324;609;2231
6962181067;4/10/2016;10148;6,71E+14;6,71E+14;0;1,36E+14;2,2E+14;5,13E+14;0;19;7;306;679;2100
6962181067;4/11/2016;12362;9,09E+14;8,17E+14;2,69646E+14;1,09E+13;2,73E+14;5,27E+14;0;21;38;297;678;2188
6962181067;4/12/2016;5893;3,9E+14;3,9E+14;0;2,88E+14;5,6E+14;4,6E+13;0;43;9;48;146;917
7007744171;4/1/2016;11680;9,06E+13;7,81E+14;4,90128E+12;4,49E+14;3,3E+14;4,24E+14;0;50;7;244;1139;2573
7007744171;4/2/2016;10976;7,34E+14;7,34E+14;0;5,5E+14;6,7E+14;6,13E+14;0;9;16;271;1075;2575
7007744171;4/3/2016;16806;1,124E+14;1,124E+14;0;6,41E+14;1,37E+14;3,47E+14;0;104;31;230;1002;3086
7007744171;4/4/2016;15266;1,14E+14;1,021E+13;5,18985E+14;5,8E+14;7,6E+14;4,79E+14;5E+14;70;21;292;1057;2886
7007744171;4/5/2016;12084;9,14E+14;8,08E+14;4,83638E+14;4,39E+13;4,6E+13;4,29E+14;0;50;6;284;1030;2676
7007744171;4/6/2016;13513;1025;9,07E+14;4,83572E+14;5,35E+14;3,3E+14;4,56E+14;0;64;8;270;1098;2811
7007744171;4/7/2016;14100;1,058E+14;9,43E+14;4,87599E+14;5,1E+14;1,19E+14;4,28E+14;0;61;33;265;1015;2840
7007744171;4/8/2016;12627;9,65E+14;8,45E+14;4,84232E+14;4,7E+14;7,4E+14;4,21E+14;0;54;22;301;1063;2871
7007744171;4/9/2016;10345;6,92E+14;6,92E+14;0;7E+14;2,7E+14;6,58E+14;0;2;6;358;1074;2613
7007744171;4/10/2016;10146;6,79E+14;6,79E+14;0;7E+14;6,1E+14;6,11E+13;0;1;12;397;1030;2700
7007744171;4/11/2016;12168;8,14E+14;8,14E+14;0;1,05E+14;7,9E+14;6,29E+14;0;18;27;375;1020;2871
7007744171;4/12/2016;7413;5,77E+14;4,96E+14;4,86978E+13;45;3,4E+14;9,4E+14;0;53;6;43;405;1023
7086361926;4/1/2016;11463;7,67E+14;7,67E+14;0;2,83E+14;1,89E+14;2,93E+13;0;38;30;154;777;2496
7086361926;4/2/2016;87;2E+14;2E+14;0;0;0;1E+15;0;0;0;2;872;1641
7086361926;4/3/2016;1949;1,31E+14;1,31E+14;0;2,3E+14;3,5E+14;7,3E+14;0;3;6;27;1404;1794
7086361926;4/4/2016;6101;3,87E+14;3,87E+14;0;5,3E+14;2,3E+14;3,1E+14;0;31;24;138;1247;2421
7086361926;4/5/2016;7478;4,99E+14;4,99E+14;0;1,8E+14;5,3E+14;2,61E+14;3E+14;25;33;132;1159;2439
7086361926;4/6/2016;7352;4,73E+14;4,73E+14;0;1,41E+13;7,8E+14;2,53E+14;0;19;14;124;814;2233
7086361926;4/7/2016;14604;1,082E+14;1,082E+14;0;7,23E+14;1,12E+14;2,43E+13;3E+14;76;30;127;695;2862
7086361926;4/8/2016;9634;6,52E+14;6,52E+14;0;25;1,4E+14;2,59E+14;0;50;48;140;797;2752
7086361926;4/9/2016;7338;4,67E+14;4,67E+14;0;1,08E+14;1,3E+14;3,46E+14;0;27;5;204;717;2519
7086361926;4/10/2016;569;3,5E+14;3,5E+14;0;0;0;3,4E+14;0;0;0;27;1368;1799
7086361926;4/11/2016;6242;3,92E+14;3,92E+14;0;7,4E+14;2,3E+14;2,93E+13;0;46;22;126;741;2543
7086361926;4/12/2016;430;2,6E+14;2,6E+14;0;0;0;2,6E+14;0;0;0;14;75;625
8053475328;4/2/2016;20188;1,562E+14;1,562E+14;0;1,206E+14;8,5E+14;2,71E+14;0;124;19;172;1125;3377
8053475328;4/3/2016;25701;2,014E+14;2,014E+14;0;1,682E+14;1,63E+14;1,69E+14;0;165;36;97;1142;3697
8053475328;4/4/2016;17395;1,321E+13;1,321E+13;0;9,67E+14;1,8E+14;3,35E+14;0;100;4;213;1123;3209
8053475328;4/5/2016;17167;1,341E+14;1,341E+14;0;9,96E+14;3,1E+14;3,14E+14;0;98;8;184;1150;3167
8053475328;4/6/2016;16435;1,242E+14;1,242E+14;0;8,96E+14;5,5E+14;2,91E+14;0;100;14;191;1135;3122
8053475328;4/7/2016;17078;1,32E+14;1,32E+14;0;9,97E+14;2,4E+14;2,99E+14;0;101;6;190;1143;3176
8053475328;4/8/2016;11693;9,54E+14;9,54E+14;0;6,77E+14;2,6E+14;25;0;60;6;153;1221;2790
8053475328;4/9/2016;11159;9,14E+14;9,14E+14;0;6,69E+14;25;2,19E+14;0;59;6;120;1255;2715
8053475328;4/10/2016;10118;7,73E+14;7,73E+14;0;3,05E+14;8E+14;3,88E+14;0;30;18;207;1185;2684
8053475328;4/11/2016;16064;1,272E+14;1,272E+14;0;9,98E+14;3,6E+14;2,38E+14;0;96;8;155;1181;3097
8053475328;4/12/2016;290;2,1E+14;2,1E+14;0;0;0;2,1E+14;0;0;0;16;599;791
8253242879;4/1/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1429
8253242879;4/2/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1429
8253242879;4/3/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1429
8253242879;4/4/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1429
8253242879;4/5/2016;0;0;0;0;0;0;0;0;0;0;0;1440;1429
8253242879;4/6/2016;1931;1,28E+14;1,28E+14;0;0;0;1,28E+14;0;0;0;94;1346;1607
8253242879;4/7/2016;5181;3,42E+14;3,42E+14;0;1;9,1E+14;1,51E+14;1E+15;15;15;107;1303;1776
8253242879;4/8/2016;12026;9,15E+14;9,15E+14;0;5,7E+14;9,3E+14;2,51E+14;0;47;13;150;1230;2162
8253242879;4/9/2016;5360;3,54E+14;3,54E+14;0;5,4E+14;1,55E+14;1,46E+14;0;8;28;148;1256;1832
8253242879;4/10/2016;2545;1,68E+14;1,68E+14;0;0;0;1,67E+14;2E+14;0;0;126;1314;1657
8253242879;4/11/2016;1636;1,08E+14;1,08E+14;0;0;0;1,08E+14;0;0;0;86;1139;1377
8253242879;4/12/2016;0;0;0;0;0;0;0;0;0;0;0;1440;0
8378563200;4/1/2016;14179;1,124E+14;1,124E+14;0;6,23E+14;1,06E+14;3,96E+14;0;73;21;195;719;3669
8378563200;4/2/2016;3358;2,66E+14;2,66E+14;0;0;0;2,66E+14;0;0;0;144;657;2702
8378563200;4/3/2016;9152;7,26E+14;7,26E+14;0;1,99E+14;8,2E+14;4,45E+14;0;25;13;243;600;3304
8378563200;4/4/2016;13935;1,105E+14;1,105E+14;2,09215E+13;4,09E+14;7,9E+14;6,17E+14;0;105;16;220;658;4234
8378563200;4/5/2016;12846;1,019E+14;1,019E+14;2,25308E+14;5;75;4,44E+14;0;113;15;189;686;4128
8378563200;4/6/2016;9124;7,24E+14;7,24E+14;2,09215E+13;0;25;6,99E+14;0;55;6;230;728;3798
8378563200;4/7/2016;9725;7,71E+14;7,71E+14;2,25308E+14;2,41E+14;5,3E+14;4,77E+14;0;83;11;181;670;3839
8378563200;4/8/2016;8350;6,62E+14;6,62E+14;2,09215E+13;1,49E+14;5,3E+14;4,61E+13;0;72;10;167;868;3713
8378563200;4/9/2016;2240;1,78E+14;1,78E+14;0;0;0;1,78E+14;0;0;0;110;843;2606
8378563200;4/10/2016;2631;2,09E+14;2,09E+14;0;0;0;2,09E+14;0;0;0;117;727;2624
8378563200;4/11/2016;8837;7,01E+14;7,01E+14;2,09215E+13;1,54E+14;8,8E+14;4,59E+14;0;74;17;182;811;3775
8378563200;4/12/2016;3246;2,57E+13;2,57E+13;2,25308E+14;8,3E+14;7,1E+14;1,03E+14;0;65;15;49;243;1882
8583815059;4/1/2016;2174;1,7E+14;1,7E+14;0;0;0;1,7E+14;0;0;0;112;1328;2360
8583815059;4/2/2016;3494;2,73E+14;2,73E+14;0;0;0;2,69E+14;0;0;0;166;1274;2517
8583815059;4/3/2016;2380;1,86E+14;1,86E+14;0;0;0;1,86E+14;0;0;0;131;1309;2400
8583815059;4/4/2016;3159;2,46E+14;2,46E+14;0;0;0;2,46E+14;0;0;0;147;1293;2462
8583815059;4/5/2016;6835;5,33E+14;5,33E+14;0;3,7E+14;7,3E+14;4,24E+14;0;5;15;212;1208;2786
8583815059;4/6/2016;2098;1,64E+14;1,64E+14;0;0;0;1,63E+14;0;0;0;112;1328;2354
8583815059;4/7/2016;2816;2,2E+14;2,2E+14;0;0;0;2,2E+14;0;0;0;138;1302;2437
8583815059;4/8/2016;1408;1,1E+14;1,1E+14;0;0;0;1,1E+14;0;0;0;79;1052;1814
8792009665;4/1/2016;4592;2,94E+14;2,94E+14;0;1E+14;1,4E+14;2,7E+14;0;4;8;176;748;2260
8792009665;4/2/2016;8452;5,41E+14;5,41E+14;0;2,6E+14;3,9E+14;4,76E+14;0;9;24;328;1079;3004
8792009665;4/3/2016;7238;4,63E+14;4,63E+14;0;1,1E+14;2,3E+14;4,29E+14;0;2;6;279;636;2667
8792009665;4/4/2016;3821;2,45E+14;2,45E+14;0;0;2,2E+14;2,23E+14;0;0;9;161;675;2229
8792009665;4/5/2016;2332;1,49E+14;1,49E+14;0;1E+15;1,8E+14;1,3E+14;0;1;10;111;904;2100
8792009665;4/6/2016;2121;1,36E+14;1,36E+14;0;0;0;1,36E+14;0;0;0;122;855;2114
8792009665;4/7/2016;1291;8,3E+14;8,3E+14;0;0;0;8,3E+14;0;0;0;77;888;1961
8792009665;4/8/2016;1467;9,4E+14;9,4E+14;0;1E+14;2,1E+14;6,3E+14;0;2;8;71;912;1953
8792009665;4/9/2016;1022;6,5E+14;6,5E+14;0;0;0;6,5E+14;0;0;0;63;739;1890
8792009665;4/10/2016;4605;2,95E+14;2,95E+14;0;0;0;2,95E+14;0;0;0;179;1261;2253
8792009665;4/11/2016;178;1,1E+14;1,1E+14;0;0;0;1,1E+14;0;0;0;12;1428;1725
8792009665;4/12/2016;20;1E+15;1E+15;0;0;0;1E+15;0;0;0;6;598;728
8877689391;4/1/2016;18700;1,582E+14;1,582E+14;0;8,7E+14;1,6E+14;6,91E+14;0;67;3;247;1123;3527
8877689391;4/2/2016;27572;2,339E+14;2,339E+14;0;1,472E+14;1,21E+14;7,34E+14;1E+15;116;24;260;1040;4220
8877689391;4/3/2016;15260;8,19E+13;8,19E+13;0;1,8E+14;75;5,57E+14;0;106;17;259;1058;3864
8877689391;4/4/2016;20779;1,841E+14;1,841E+14;0;1,173E+14;6,5E+14;6;0;78;16;208;1138;3662
8877689391;4/5/2016;10695;8,12E+14;8,12E+14;0;7,7E+14;1,8E+14;7,09E+14;1E+15;10;3;246;1181;2834
8877689391;4/6/2016;24136;2,091E+14;2,091E+14;0;1,222E+14;5,4E+14;8,08E+14;0;87;16;318;1019;4039
8877689391;4/7/2016;10910;8,42E+14;8,42E+14;0;2,96E+14;3,9E+14;5,03E+14;0;32;11;212;1185;2947
8877689391;4/8/2016;23014;2,039E+14;2,039E+14;0;1,11E+14;6,3E+14;8,62E+14;0;70;29;359;982;4196
8877689391;4/9/2016;16470;8,07E+14;8,07E+14;0;0;2E+14;8,02E+14;0;90;9;289;1052;3841
8877689391;4/10/2016;28497;2,753E+14;2,753E+14;0;2,192E+14;1,12E+14;4,46E+14;0;128;46;211;1055;4526
8877689391;4/11/2016;10622;8,06E+13;8,06E+13;0;1,47E+14;1,5E+14;6,37E+14;1E+15;18;7;225;1190;2820
8877689391;4/12/2016;2350;1,78E+14;1,78E+14;0;0;0;1,78E+14;0;0;0;58;531;938
